ENSG00000112238	168
ENSG00000084676	348
ENSG00000106829	312
ENSG00000106948	527
ENSG00000101945	171
ENSG00000104885	535
ENSG00000111087	443
ENSG00000105048	110
ENSG00000089094	448
ENSG00000073282	211
ENSG00000080503	447
ENSG00000108840	422
ENSG00000112658	142
ENSG00000111783	277
ENSG00000108557	513
ENSG00000048649	256
ENSG00000076108	646
ENSG00000106400	63
ENSG00000108064	38
ENSG00000055609	1202
ENSG00000101812	54
ENSG00000077935	177
ENSG00000203760	15
ENSG00000009954	286
ENSG00000106028	100
ENSG00000111752	388
ENSG00000099937	142
ENSG00000063978	72
ENSG00000104472	21
ENSG00000114861	185
ENSG00000073050	279
ENSG00000082014	185
ENSG00000068305	160
ENSG00000054267	265
ENSG00000094804	129
ENSG00000100823	119
ENSG00000089163	121
ENSG00000031691	35
ENSG00000008083	358
ENSG00000070444	176
ENSG00000091073	221
ENSG00000102221	211
ENSG00000086758	1281
ENSG00000087206	178
ENSG00000077721	44
ENSG00000100888	757
ENSG00000114115	45
ENSG00000102878	271
ENSG00000113648	174
ENSG00000109911	117
ENSG00000104147	32
ENSG00000064961	106
ENSG00000071564	281
ENSG00000076242	265
ENSG00000061273	413
ENSG00000015171	147
ENSG00000120533	15
ENSG00000011258	139
ENSG00000107833	60
ENSG00000101191	555
ENSG00000103495	163
ENSG00000103479	248
ENSG00000028310	225
ENSG00000103037	125
ENSG00000105610	84
ENSG00000103449	385
ENSG00000043143	245
ENSG00000103460	177
ENSG00000099284	131
ENSG00000180828	18
ENSG00000005339	669
ENSG00000107175	131
ENSG00000057935	130
ENSG00000025770	285
ENSG00000064835	74
ENSG00000100393	693
ENSG00000110851	226
ENSG00000109805	155
ENSG00000067066	225
ENSG00000008196	124
ENSG00000112273	21
ENSG00000106299	89
ENSG00000105393	157
ENSG00000009709	205
ENSG00000100462	225
ENSG00000109111	579
ENSG00000067369	561
ENSG00000101189	60
ENSG00000068024	370
ENSG00000065526	677
ENSG00000105821	84
ENSG00000005483	356
ENSG00000010292	443
ENSG00000096401	177
ENSG00000088826	205
ENSG00000059588	299
ENSG00000101442	157
ENSG00000025293	281
